Year,Rnd,Player,Pick,Pos,To,AP1,PB,St,wAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,-9999
2011,5,Buster Skrine,137,DB,2021,0,0,4,35,158,0,0,0,0,0,,,0,,,0,10,3.5,Chattanooga,SkriBu00
2011,5,Jason Pinkston,150,T,2013,0,0,1,10,25,0,0,0,0,0,,,0,,,0,,,Pittsburgh,PinkJa00
2011,7,Eric Hagg,248,DB,2012,0,0,0,3,22,0,0,0,0,0,,,0,,,0,,,Nebraska,HaggEr00
2010,1,Joe Haden,7,DB,2021,0,3,10,62,158,0,0,0,0,0,,,0,,,0,29,3.0,Florida,HadeJo99
2010,2,T.J. Ward,38,DB,2017,0,2,7,41,107,0,0,0,0,0,,,0,,,0,8,8.5,Oregon,WardT.99
2010,2,Montario Hardesty,59,RB,2012,0,0,0,4,23,0,0,0,0,0,153,537,1,16,138,0,,,Tennessee,HardMo00
2010,3,Colt McCoy,85,QB,2022,0,0,2,17,56,764,1220,7975,34,32,175,582,2,2,8,0,,,Texas,McCoCo00
2010,3,Shawn Lauvao,92,G,2018,0,0,7,36,99,0,0,0,0,0,,,0,,,0,,,Arizona St.,LauvSh20
2010,5,Larry Asante,160,DB,2015,0,0,0,2,39,0,0,0,0,0,,,0,,,0,1,,Nebraska,AsanLa99
2010,6,Carlton Mitchell,177,WR,2011,0,0,0,0,16,0,0,0,0,0,1,9,0,3,31,0,,,South Florida,MitcCa00
2010,6,Clifton Geathers,186,DE,2014,0,0,0,3,37,0,0,0,0,0,,,0,,,0,,1.0,South Carolina,GeatCl99
2009,1,Alex Mack,21,C,2021,0,7,12,86,196,0,0,0,0,0,,,0,0,0,0,,,California,MackAl20
2009,2,Brian Robiskie,36,WR,2013,0,0,1,3,38,0,0,0,0,0,,,0,43,485,4,,,Ohio St.,RobiBr00
2009,2,Mohamed Massaquoi,50,WR,2012,0,0,3,11,54,1,1,29,1,0,2,-6,0,118,1745,7,,,Georgia,MassMo00
2009,2,David Veikune,52,LB,2010,0,0,0,1,14,0,0,0,0,0,,,0,,,0,,,Hawaii,VeikDa99
2009,4,Kaluka Maiava,104,LB,2014,0,0,1,13,63,0,0,0,0,0,,,0,,,0,,4.5,USC,MaiaKa99
2009,6,Don Carey,177,DB,2018,0,0,1,12,100,0,0,0,0,0,,,0,,,0,3,,Norfolk St.,CareDo00
2009,6,Coye Francies,191,DB,2012,0,0,0,1,23,0,0,0,0,0,,,0,,,0,,,San Jose St.,FranCo99
2009,6,James Davis,195,RB,2010,0,0,0,1,9,0,0,0,0,0,28,75,0,8,50,0,,,Clemson,DaviJa03
2008,4,Beau Bell,104,LB,2008,0,0,0,0,5,0,0,0,0,0,,,0,,,0,,,UNLV,BellBe99
2008,4,Martin Rucker,111,TE,2011,0,0,0,0,12,0,0,0,0,0,,,0,2,17,0,,,Missouri,RuckMa00
2008,6,Ahtyba Rubin,190,DT,2017,0,0,7,47,144,0,0,0,0,0,,,0,,,0,2,15.0,Iowa St.,RubiAh99
2008,6,Paul Hubbard,191,WR,2010,0,0,0,0,1,0,0,0,0,0,,,0,1,8,0,,,Wisconsin,HubbPa00
2008,7,Alex Hall,231,LB,2010,0,0,0,3,32,0,0,0,0,0,,,0,,,0,,3.0,St. Augustine's,HallAl99
2007,1,Joe Thomas HOF,3,T,2017,6,10,10,85,167,0,0,0,0,0,,,0,,,0,,,Wisconsin,ThomJo28
2007,1,Brady Quinn,22,QB,2012,0,0,1,2,24,296,550,3043,12,17,44,185,1,1,18,0,,,Notre Dame,QuinBr00
2007,2,Eric Wright,53,DB,2013,0,0,6,32,92,0,0,0,0,0,,,0,,,0,15,1.0,UNLV,WrigEr99
2007,5,Brandon McDonald,140,DB,2012,0,0,2,15,80,0,0,0,0,0,,,0,,,0,9,1.0,Memphis,McDoBr99
2007,6,Melila Purcell,200,DE,,0,0,0,,,,,,,,,,,,,,,,Hawaii,-9999
2007,7,Chase Pittman,213,DE,,0,0,0,,,,,,,,,,,,,,,,LSU,-9999
2007,7,Syndric Steptoe,234,WR,2008,0,0,0,1,16,0,0,0,0,0,,,0,19,182,0,,,Arizona,StepSy20
2006,1,Kamerion Wimbley,13,DE,2014,0,0,8,44,140,0,0,0,0,0,,,0,,,0,2,53.5,Florida St.,WimbKa20
2006,2,D'Qwell Jackson,34,LB,2016,0,1,9,61,141,0,0,0,0,0,,,0,,,0,9,19.5,Maryland,JackDQ20
2006,3,Travis Wilson,78,WR,2006,0,0,0,0,4,0,0,0,0,0,,,0,2,32,0,,,Oklahoma,WilsTr00
2006,4,Leon Williams,110,LB,2012,0,0,0,9,61,0,0,0,0,0,,,0,,,0,,5.0,Miami (FL),WillLe20
2006,4,Isaac Sowells,112,T,2008,0,0,0,1,17,0,0,0,0,0,,,0,,,0,,,Indiana,SoweIs20
2006,5,Jerome Harrison,145,RB,2011,0,0,0,12,63,0,0,0,0,0,356,1681,7,70,490,3,,,Washington St.,HarrJe00
2006,5,DeMario Minter,152,DB,,0,0,0,,,,,,,,,,,,,,,,Georgia,-9999
2006,6,Lawrence Vickers,180,FB,2012,0,0,3,3,106,0,0,0,0,0,37,98,0,58,404,3,,,Colorado,VickLa00
2006,6,Babatunde Oshinowo,181,DT,2007,0,0,0,0,2,0,0,0,0,0,,,0,,,0,,,Stanford,OshiBa20
2006,7,Justin Hamilton,222,RB,2008,0,0,0,1,12,0,0,0,0,0,,,0,,,0,,,Virginia Tech,HamiJu20
2005,1,Braylon Edwards,3,WR,2012,0,1,5,41,112,0,1,0,0,0,4,11,0,359,5522,40,,,Michigan,EdwaBr00
2005,2,Brodney Pool,34,DB,2011,0,0,4,27,100,0,0,0,0,0,,,0,,,0,13,5.5,Oklahoma,PoolBr20
2005,3,Charlie Frye,67,QB,2009,0,0,1,8,26,419,677,4154,17,29,72,347,4,,,0,,,Akron,FryeCh00
2005,4,Antonio Perkins,103,DB,2006,0,0,0,0,6,0,0,0,0,0,,,0,,,0,,,Oklahoma,PerkAn20
2005,5,David McMillan,139,DE,2007,0,0,0,2,29,0,0,0,0,0,,,0,,,0,,,Kansas,McMiDa20
2005,6,Nick Speegle,176,LB,2006,0,0,0,1,16,0,0,0,0,0,,,0,,,0,,,New Mexico,SpeeNi20
2005,6,Andrew Hoffman,203,DT,,0,0,0,,,,,,,,,,,,,,,,Virginia,-9999
2005,7,Jon Dunn,217,T,,0,0,0,,,,,,,,,,,,,,,,Virginia Tech,-9999
2004,1,Kellen Winslow,6,TE,2013,0,1,5,37,105,0,0,0,0,0,1,7,0,469,5236,25,,,Miami (FL),WinsKe01
2004,2,Sean Jones,59,DB,2011,0,0,6,31,107,0,0,0,0,0,,,0,,,0,17,4.0,Georgia,JoneSe20
2004,4,Luke McCown,106,QB,2015,0,0,0,8,62,216,356,2370,9,15,34,177,0,,,0,,,Louisiana Tech,McCoLu00
2004,5,Amon Gordon,161,DT,2011,0,0,0,4,33,0,0,0,0,0,,,0,,,0,,2.0,Stanford,GordAm20
2004,6,Kirk Chambers,176,T,2011,0,0,1,9,70,0,0,0,0,0,,,0,,,0,,,Stanford,ChamKi20
2004,7,Adimchinobe Echemandu,208,RB,2007,0,0,0,1,19,0,1,0,0,0,28,110,0,5,36,0,,,California,EcheAd00
2003,1,Jeff Faine,21,C,2012,0,0,8,45,125,0,0,0,0,0,1,0,0,1,-1,0,,,Notre Dame,FainJe20
2003,2,Chaun Thompson,52,LB,2009,0,0,2,17,98,0,0,0,0,0,,,0,,,0,,11.5,West Texas A&M,ThomCh23
2003,3,Chris Crocker,84,DB,2013,0,0,7,42,151,0,0,0,0,0,1,21,0,,,0,15,14.5,Marshall,CrocCh20
2003,4,Lee Suggs,115,RB,2006,0,0,0,8,29,0,0,0,0,0,269,1074,4,28,217,1,,,Virginia Tech,SuggLe00
2003,5,Ryan Pontbriand,142,C,2011,0,2,0,18,134,0,0,0,0,0,,,0,,,0,,,Rice,PontRy20
2003,5,Michael Lehan,152,DB,2008,0,0,1,9,67,0,0,0,0,0,,,0,,,0,1,1.0,Minnesota,LehaMi20
2003,6,Antonio Garay,195,DE,2012,0,0,2,15,56,0,0,0,0,0,,,0,,,0,,9.0,Boston Col.,GaraAn20
2002,1,William Green,16,RB,2005,0,0,3,14,46,0,0,0,0,0,568,2109,9,45,277,0,,,Boston Col.,GreeWi01
2002,2,Andre' Davis,47,WR,2009,0,0,1,25,104,0,0,0,0,0,9,32,0,156,2470,17,,,Virginia Tech,DaviAn01
2002,3,Melvin Fowler,76,C,2008,0,0,4,25,87,0,0,0,0,0,,,0,,,0,,,Maryland,FowlMe20
2002,4,Kevin Bentley,101,LB,2011,0,0,2,23,136,0,0,0,0,0,,,0,,,0,2,1.0,Northwestern,BentKe20
2002,4,Ben Taylor,111,LB,2006,0,0,2,14,49,0,0,0,0,0,,,0,,,0,1,,Virginia Tech,TaylBe20
2002,4,Darnell Sanders,122,TE,2004,0,0,1,1,28,0,0,0,0,0,,,0,18,118,2,,,Ohio St.,SandDa00
2002,5,Andra Davis,141,LB,2011,0,0,7,44,143,0,0,0,0,0,,,0,,,0,9,12.0,Florida,DaviAn20
2002,7,Joaquin Gonzalez,227,T,2005,0,0,1,9,46,0,0,0,0,0,,,0,,,0,,,Miami (FL),GonzJo21
2001,1,Gerard Warren,3,DT,2011,0,0,9,49,163,0,0,0,0,0,,,0,,,0,,36.5,Florida,WarrGe20
2001,2,Quincy Morgan,33,WR,2006,0,0,4,20,86,0,0,0,0,0,10,53,0,164,2466,17,,,Kansas St.,MorgQu00
2001,3,James Jackson,65,RB,2005,0,0,1,9,52,0,0,0,0,0,325,1082,5,32,232,0,,,Miami (FL),JackJa00
2001,4,Anthony Henry,97,DB,2009,0,0,5,38,132,0,0,0,0,0,,,0,,,0,31,2.0,South Florida,HenrAn20
2001,5,Jeremiah Pharms,134,LB,,0,0,0,,,,,,,,,,,,,,,,Washington,-9999
2001,6,Michael Jameson,165,DB,2004,0,0,0,4,42,0,0,0,0,0,,,0,0,0,0,1,1.0,Texas A&M,JameMi20
2001,7,Paul Zukauskas,203,G,2004,0,0,1,9,43,0,0,0,0,0,,,0,,,0,,,Boston Col.,ZukaPa20
2001,7,Andre King,245,WR,2004,0,0,0,2,42,0,0,0,0,0,,,0,30,327,0,,,Miami (FL),KingAn00
2000,1,Courtney Brown,1,DE,2005,0,0,4,27,61,0,0,0,0,0,,,0,,,0,,19.0,Penn St.,BrowCo22
2000,2,Dennis Northcutt,32,WR,2009,0,0,3,41,144,0,1,0,0,0,52,366,1,399,4941,18,,,Arizona,NortDe00
2000,3,Travis Prentice,63,RB,2001,0,0,1,4,30,0,0,0,0,0,187,525,9,38,201,1,,,Miami (OH),PrenTr00
2000,3,JaJuan Dawson,79,WR,2002,0,0,0,5,30,0,0,0,0,0,,,0,52,664,2,,,Tulane,DawsJa00
2000,4,Lewis Sanders,95,DB,2008,0,0,0,14,97,0,0,0,0,0,,,0,,,0,5,1.0,Maryland,SandLe20
2000,4,Aaron Shea,110,TE,2005,0,0,0,6,65,0,0,0,0,0,,,0,97,851,7,,,Michigan,SheaAa00
2000,5,Anthony Malbrough,130,DB,2000,0,0,0,1,9,0,0,0,0,0,,,0,,,0,,,Texas Tech,MalbAn20
2000,5,Lamar Chapman,146,DB,2001,0,0,0,1,8,0,0,0,0,0,,,0,,,0,1,,Kansas St.,ChapLa20
2000,6,Spergon Wynn,183,QB,2001,0,0,0,2,10,70,152,585,1,7,11,76,0,,,0,,,Texas St.,WynnSp00
2000,6,Brad Bedell,206,T,2006,0,0,0,4,40,0,0,0,0,0,,,0,,,0,,,Colorado,BedeBr20
2000,7,Manuia Savea,207,G,,0,0,0,,,,,,,,,,,,,,,,Arizona,-9999
2000,7,Eric Chandler,209,DE,,0,0,0,,,,,,,,,,,,,,,,Jackson St.,-9999
2000,7,Rashidi Barnes,225,DB,2000,0,0,0,1,14,0,0,0,0,0,,,0,,,0,,,Colorado,BarnRa20
1999,1,Tim Couch,1,QB,2003,0,0,3,30,62,1025,1714,11131,64,67,124,556,2,2,-13,0,,,Kentucky,CoucTi00
1999,2,Kevin Johnson,32,WR,2005,0,0,4,33,101,2,7,56,1,1,2,-6,0,384,4595,25,,,Syracuse,JohnKe01
1999,2,Rahim Abdullah,45,LB,2000,0,0,1,6,29,0,0,0,0,0,,,0,,,0,1,2.0,Clemson,AbduRa20
